site_code,store_number,brand,station_name,address,city,state,zip,latitude,longitude,phone,fuel_type,retail_price,discount_price,your_price,effective_date,parking_spaces_count,fuel_lane_count,shower_count,amenities,restaurants,source,pricing_city,pricing_state,location_city,location_state,is_usa,is_canada,missing_coordinates,missing_current_price
1219,1219,Pilot,Pilot Travel Center,10 Interstate Dr,Vandalia,IL,62471,38.97110867284354,-89.13613661090096,(618) 283-1557,DSL,5.099,5.049,4.4833,2026-06-18,93,6,5,Diesel Lanes | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Denny's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Vandalia,IL,Vandalia,IL,yes,no,no,no
1225,1225,Pilot,Pilot Travel Center,9810 Perrin Rd,Mascoutah,IL,62258,38.555497,-89.805999,(618) 566-2021,DSL,5.199,5.149,4.5137,2026-06-18,29,6,4,Diesel Lanes | Diesel Mobile Fueling | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Mascoutah,IL,Mascoutah,IL,yes,no,no,no
1227,1227,Pilot,Pilot Travel Center,164 FM 1927,Pyote,TX,79777,31.5279256,-103.1194983,(432) 389-5200,DSL,4.999,4.949,4.0825,2026-06-18,71,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | DEF Lanes | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Pyote,TX,Pyote,TX,yes,no,no,no
1234,1234,Pilot,Pilot Licensed Location,12683 White Hills Rd,Willow Beach,AZ,86445,35.70004490524768,-114.4761264139242,(928) 767-3008,DSL,5.799,5.749,4.4077,2026-06-18,25,5,0,Diesel Lanes | Diesel Mobile Fueling | ATM | Bulk Propane | Cylinder Propane | DEF Lanes | Lottery | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Willow Beach,AZ,Willow Beach,AZ,yes,no,no,no
1235,1235,Pilot,Pilot Dealer,9250 S Avenue 40 E,Tacna,AZ,85352,32.69052428133354,-113.95404036662799,(928) 239-5764,DSL,5.159,5.109,4.2144,2026-06-18,40,6,0,Diesel Lanes | Diesel Mobile Fueling | ATM | Bulk Propane | Cylinder Propane | DEF Lanes | Lottery | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Tacna,AZ,Tacna,AZ,yes,no,no,no
1243,1243,Pilot,Pilot Travel Center,3006 S Butterfield Trl,Gila Bend,AZ,85337,32.92996888164204,-112.67279713196321,(928) 580-5987,DSL,5.399,5.349,4.401,2026-06-18,70,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | Lottery | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Gila Bend,AZ,Gila Bend,AZ,yes,no,no,no
1247,1247,Pilot,Pilot Dealer,1888 US-82,New Boston,TX,75570,33.46965939787216,-94.45360759474886,(903) 628-0000,DSL,4.399,4.349,4.1543,2026-06-18,96,5,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | DEF Lanes | Lottery | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care,,Pilot/Flying J pricing + locations,New Boston,TX,New Boston,TX,yes,no,no,no
1260,1260,Pilot,Pilot Dealer,20404 Taft Hwy,Bakersfield,CA,93311,35.26766214721387,-119.22977059391785,(661) 473-0841,DSL,6.459,6.409,5.5659,2026-06-18,40,8,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Bakersfield,CA,Bakersfield,CA,yes,no,no,no
1267,1267,Pilot,Pilot Travel Center,5231 Pearblossom Hwy,Palmdale,CA,93552,34.5427275,-118.0364883,(661) 569-1720,DSL,6.799,6.749,5.6392,2026-06-18,55,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Cinnabon | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Palmdale,CA,Palmdale,CA,yes,no,no,no
1269,1269,Pilot,Pilot Dealer,2500 I-10 BL,San Simon,AZ,85632,32.27079302835089,-109.24418760862534,(520) 845-2500,DSL,5.099,5.049,4.6065,2026-06-18,35,4,0,Diesel Lanes | Diesel Mobile Fueling | ATM | Bulk Propane | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,San Simon,AZ,San Simon,AZ,yes,no,no,no
1272,1272,Pilot,Pilot Dealer,35858 Ghost Town Rd,Yermo,CA,92398,34.904088,-116.887267,(760) 254-3348,DSL,6.659,6.609,5.4845,2026-06-18,30,4,0,Diesel Lanes | Diesel Mobile Fueling | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Yermo,CA,Yermo,CA,yes,no,no,no
1281,1281,Pilot,Pilot Licensed Location,101 W Glen Dr,Page,AZ,86040,36.9954561,-111.5643671,(928) 353-4821,DSL,4.999,4.949,4.4127,2026-06-18,5,3,0,,,Pilot/Flying J pricing + locations,Page,AZ,Page,AZ,yes,no,no,no
1283,1283,Pilot,Pilot Dealer,4750 I-45 S,Corsicana,TX,75110,32.040705320157464,-96.44792369173126,(903) 386-0125,DSL,4.439,4.389,3.9872,2026-06-18,0,8,0,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Corsicana,TX,Corsicana,TX,yes,no,no,no
1284,1284,Pilot,Pilot Dealer,1955 N Kings Hwy,Nash,TX,75569,33.45183387680015,-94.13164160062905,(903) 255-7167,DSL,4.399,4.349,4.1518,2026-06-18,25,5,0,Diesel Lanes | Showers | ATM | DEF Lanes,,Pilot/Flying J pricing + locations,Nash,TX,Nash,TX,yes,no,no,no
1287,1287,Pilot,Pilot Dealer,133 FM 314,Van,TX,75790,32.50451696529046,-95.64247510185241,(903) 963-2300,DSL,4.399,4.349,4.1168,2026-06-18,106,10,0,,,Pilot/Flying J pricing + locations,Van,TX,Van,TX,yes,no,no,no
1288,1288,Pilot,Pilot Dealer,675 Western Kentucky Pkwy,Beaver Dam,KY,42320,37.37643325281121,-86.82700664374093,(270) 274-9988,DSL,4.599,4.549,3.9986,2026-06-18,30,8,0,,,Pilot/Flying J pricing + locations,Beaver Dam,KY,Beaver Dam,KY,yes,no,no,no
1289,1289,Pilot,Pilot Dealer,4300 TX-91,Denison,TX,75020,33.793467035603186,-96.55477168734558,(903) 462-1415,DSL,4.499,4.449,3.9822,2026-06-18,51,5,0,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | CAT Scale | Check Cashing | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Denison,TX,Denison,TX,yes,no,no,no
1290,1290,Pilot,Pilot Dealer,200 S I-35 Service Rd,Red Oak,TX,75154,32.51660134027422,-96.82091222817232,(972) 617-7477,DSL,4.499,4.449,3.9872,2026-06-18,51,5,0,Showers | Wifi | ATM | Check Cashing | Cylinder Propane | Lottery,,Pilot/Flying J pricing + locations,Red Oak,TX,Red Oak,TX,yes,no,no,no
1292,1292,Pilot,Pilot Dealer,2537 TX-21,Paige,TX,78659,30.213624940179425,-97.13963348353741,(737) 354-6550,DSL,4.759,4.709,4.0232,2026-06-18,40,6,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Drivers Lounge | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Paige,TX,Paige,TX,yes,no,no,no
1297,1297,Pilot,Pilot Dealer,101 L R Campbell Rd,Italy,TX,76651,32.19716984210153,-96.89998208465576,(972) 483-7600,DSL,4.499,4.449,3.9947,2026-06-18,62,7,0,Diesel Lanes | Showers | ATM | Lottery,,Pilot/Flying J pricing + locations,Italy,TX,Italy,TX,yes,no,no,no
1299,1299,Pilot,Pilot Dealer,101 US-287,Henrietta,TX,76365,33.80041607924044,-98.19618926198342,(940) 538-0401,DSL,4.459,4.409,4.1653,2026-06-18,26,5,0,Diesel Lanes | Showers | ATM | DEF Lanes,,Pilot/Flying J pricing + locations,Henrietta,TX,Henrietta,TX,yes,no,no,no
1303,1303,Pilot,Pilot Dealer,2320 W Oak St,Palestine,TX,75801,31.74382787761056,-95.6552992105545,(903) 723-1680,DSL,4.379,4.329,4.1243,2026-06-18,50,4,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Palestine,TX,Palestine,TX,yes,no,no,no
1315,1315,Pilot,Pilot Licensed Location,2601 US-130,Cinnaminson,NJ,08077,40.00695898554763,-74.97471429722918,(856) 389-5382,DSL,5.559,5.509,4.4033,2026-06-18,66,6,4,Diesel Lanes | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Cinnaminson,NJ,Cinnaminson,NJ,yes,no,no,no
1317,1317,Pilot,Pilot Travel Center,164 Riverside Dr,Fultonville,NY,12072,42.946225182140935,-74.35640923896823,(518) 414-0591,DSL,5.299,5.249,4.3069,2026-06-18,55,8,7,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | Truck Parking Spaces | Mobile Ordering,Taco Bell | Pilot Eats,Pilot/Flying J pricing + locations,Fultonville,NY,Fultonville,NY,yes,no,no,no
1319,1319,Pilot,Pilot Dealer,3313 S Burleson Blvd,Alvarado,TX,76009,32.463908055189876,-97.26449210839203,(817) 783-3917,DSL,4.499,4.449,3.9922,2026-06-18,58,7,0,Diesel Lanes | Diesel Mobile Fueling,,Pilot/Flying J pricing + locations,Alvarado,TX,Alvarado,TX,yes,no,no,no
1323,1323,Pilot,Pilot Travel Center,1307 SE Grand DD Hwy,Faucett,MO,64448,39.60081717781385,-94.7910566681331,(816) 558-5011,DSL,4.699,4.649,3.9152,2026-06-18,48,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Wifi | ATM | Check Cashing | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Taco Bell | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Faucett,MO,Faucett,MO,yes,no,no,no
1326,1326,Pilot,Pilot Travel Center,2300 E Steel Rd,Colton,CA,92324,34.062357318491614,-117.28874150905894,(909) 780-1019,DSL,6.959,6.909,5.6248,2026-06-18,50,6,0,Diesel Lanes | Prime Parking Spaces | Diesel Mobile Fueling | Check Cashing | Cylinder Propane | DEF Lanes | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Colton,CA,Colton,CA,yes,no,no,no
1327,1327,Pilot,Pilot Travel Center,357 Burnett Rd,Chicopee,MA,01020,42.1651464,-72.5451751,(413) 435-4244,DSL,5.399,5.349,4.1639,2026-06-18,25,7,6,Electric Vehicle Charging Station,Pilot Eats,Pilot/Flying J pricing + locations,Chicopee,MA,Chicopee,MA,yes,no,no,no
1328,1328,Pilot,Pilot Travel Center,2325 Sierra Lakes Pkwy,Rialto,CA,92377,34.13775098776255,-117.41972522080961,(909) 903-3641,DSL,6.959,6.909,5.5798,2026-06-18,91,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Arby's | Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Rialto,CA,Rialto,CA,yes,no,no,no
1336,1336,Pilot,Pilot Dealer,802 Ave G,Kentwood,LA,70444,30.936167086615757,-90.52201866047389,(985) 614-5020,DSL,4.159,4.109,3.9111,2026-06-18,94,7,0,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Kentwood,LA,Kentwood,LA,yes,no,no,no
1346,1346,Pilot,Pilot Dealer,200 Manchester Ave,Newton,KS,67114,38.0447492,-97.3186004,(316) 282-9200,DSL,4.799,4.749,3.8831,2026-06-18,160,10,0,,,Pilot/Flying J pricing + locations,Newton,KS,Newton,KS,yes,no,no,no
1347,1347,Pilot,Pilot Dealer,65583 Pump Slough Rd,Pearl River,LA,70452,30.37549245517949,-89.74023847352106,(985) 262-2820,DSL,4.659,4.609,3.9236,2026-06-18,103,7,0,Diesel Lanes | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Lottery | Pegasus,,Pilot/Flying J pricing + locations,Pearl River,LA,Pearl River,LA,yes,no,no,no
1354,1354,Pilot,Pilot Travel Center,6001 US-385,Odessa,TX,79766,31.780062723758853,-102.36863673067111,(432) 617-0028,DSL,4.399,4.349,4.055,2026-06-18,31,6,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Odessa,TX,Odessa,TX,yes,no,no,no
1360,1360,Pilot,Pilot Dealer,297 Treeland Dr,Mayfield,KY,42066,36.76588074408191,-88.64202568883982,(270) 356-1361,DSL,4.699,4.649,3.9627,2026-06-18,23,6,0,Diesel Lanes | Diesel Mobile Fueling,,Pilot/Flying J pricing + locations,Mayfield,KY,Mayfield,KY,yes,no,no,no
1370,1370,Pilot,Pilot Travel Center,14070 Mines Rd,Laredo,TX,78045,27.620348976512386,-99.52463603439331,(956) 646-9315,DSL,4.499,4.449,4.2086,2026-06-18,53,10,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Laredo,TX,Laredo,TX,yes,no,no,no
1372,1372,Flying J,Flying J Travel Center,10835 S Double R Dr,Yucca,AZ,86438,34.91452313809316,-114.15536874744848,(928) 754-0852,DSL,5.359,5.309,4.4227,2026-06-18,141,10,9,Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Yucca,AZ,Yucca,AZ,yes,no,no,no
1380,1380,Pilot,Pilot Dealer,8001 E Expressway 83,Mercedes,TX,78570,26.16026181491087,-97.8772471110557,(956) 903-4443,DSL,4.999,4.949,3.9892,2026-06-18,60,5,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Mercedes,TX,Mercedes,TX,yes,no,no,no
1381,1381,Pilot,Pilot Dealer,1656 S Market St,Hearne,TX,77859,30.863026345219208,-96.58208007507358,(979) 500-3554,DSL,4.959,4.909,3.9793,2026-06-18,46,7,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Hearne,TX,Hearne,TX,yes,no,no,no
1382,1382,Pilot,Pilot Travel Center,7044 County Rd 49,Hudson,CO,80642,40.1043,-104.603,(720) 773-8351,DSL,4.699,4.649,4.1709,2026-06-18,117,8,9,Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Hudson,CO,Hudson,CO,yes,no,no,no
1383,1383,Pilot,Pilot Dealer,5750 Commerce Sq,Jonesboro,AR,72401,35.805202071721986,-90.62508793544738,(870) 938-0016,DSL,4.229,4.179,4.1117,2026-06-18,25,5,0,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Jonesboro,AR,Jonesboro,AR,yes,no,no,no
1384,1384,Pilot,Pilot Dealer,90480 66th Ave,Mecca,CA,92254,33.570227302201324,-116.0903453406246,(760) 396-5243,DSL,6.699,6.649,5.6422,2026-06-18,20,8,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Mecca,CA,Mecca,CA,yes,no,no,no
1385,1385,Pilot,Pilot Dealer,10951 Cedar Ave,Bloomington,CA,92316,34.05533502317105,-117.39552785681742,(909) 237-8085,DSL,6.999,6.949,5.5798,2026-06-18,20,8,0,Diesel Lanes | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Bloomington,CA,Bloomington,CA,yes,no,no,no
1390,1390,Pilot,Pilot Travel Center,130 Interstate Exchange Way,Ellabell,GA,31308,32.18222432575096,-81.45693547703247,(912) 937-0954,DSL,4.699,4.649,4.4356,2026-06-18,72,8,11,Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Ellabell,GA,Ellabell,GA,yes,no,no,no
1399,1399,Pilot,Pilot Dealer,15112 West Camelback Road,Litchfield Park,AZ,85340,33.509186212220335,-112.38513132945616,(480) 261-4674,DSL,4.959,4.909,4.361,2026-06-18,18,5,0,Diesel Lanes | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Litchfield Park,AZ,Litchfield Park,AZ,yes,no,no,no
1412,1412,Pilot,Pilot Dealer,16452 W Russell Rd,Zion,IL,60083,42.48790053472149,-87.95103862077652,(847) 395-5000,DSL,5.259,5.209,4.5796,2026-06-18,80,6,0,,,Pilot/Flying J pricing + locations,Zion,IL,Zion,IL,yes,no,no,no
1433,1433,Pilot,Pilot Dealer,17405 S 40th St,Phoenix,AZ,85048,33.28876465878624,-111.99658385483873,(623) 777-8712,DSL,5.199,5.149,4.3535,2026-06-18,10,4,0,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | Bulk Propane | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Chandler,AZ,Phoenix,AZ,yes,no,no,no
1436,1436,Pilot,Pilot Travel Center,3680 AL-81,Tuskegee,AL,36083,32.4715685,-85.6903832,(334) 226-4071,DSL,4.559,4.509,4.1032,2026-06-18,93,7,7,Diesel Lanes | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Pegasus | Public Laundry | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Tuskegee,AL,Tuskegee,AL,yes,no,no,no
1439,1439,Pilot,Pilot Travel Center,420 N Lobdell Hwy,Port Allen,LA,70767,30.454249269882123,-91.24652667055226,(225) 263-1366,DSL,4.699,4.649,3.9237,2026-06-18,50,6,5,Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Port Allen,LA,Port Allen,LA,yes,no,no,no
1440,1440,Pilot,Pilot Dealer,115 US-167,Bald Knob,AR,72010,35.321672970909596,-91.56232428217432,(870) 292-7020,DSL,4.249,4.199,3.9971,2026-06-18,80,6,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Public Laundry | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Bald Knob,AR,Bald Knob,AR,yes,no,no,no
1446,1446,Pilot,Pilot Travel Center,2923 Hwy 81,Ponce de Leon,FL,32455,30.716138014060412,-85.93498925893314,(850) 719-5867,DSL,4.759,4.709,4.3312,2026-06-18,87,8,9,Diesel Lanes | Showers | Electric Vehicle Charging Station,McDonalds | Pilot Eats,Pilot/Flying J pricing + locations,Ponce De Leon,FL,Ponce de Leon,FL,yes,no,no,no
1450,1450,Pilot,Pilot Travel Center,4392 El Indio Hwy,Eagle Pass,TX,78852,28.6696,-100.455,(830) 302-2113,DSL,4.799,4.749,4.2711,2026-06-18,85,8,9,,Pilot Eats,Pilot/Flying J pricing + locations,Eagle Pass,TX,Eagle Pass,TX,yes,no,no,no
1452,1452,Pilot,Pilot Travel Center,159 Michael Spann Dr,Winfield,AL,35594,33.992100937190386,-87.77821140975952,(659) 265-0547,DSL,4.559,4.509,4.0464,2026-06-18,77,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Pegasus | Public Laundry | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Winfield,AL,Winfield,AL,yes,no,no,no
1458,1458,Pilot,Pilot Dealer,23261 Cajalco Expressway,Perris,CA,92570,33.84032187699722,-117.25539763748645,(951) 742-8060,DSL,6.999,6.949,5.6081,2026-06-18,36,9,0,Diesel Lanes | Diesel Mobile Fueling | Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Perris,CA,Perris,CA,yes,no,no,no
1460,1460,Pilot,Pilot Dealer,1 Cieten Plaza,Barry,IL,62312,39.6942134,-91.03902459999999,(217) 335-2594,DSL,5.199,5.149,4.4632,2026-06-18,35,5,0,,,Pilot/Flying J pricing + locations,Barry,IL,Barry,IL,yes,no,no,no
1461,1461,Pilot,Pilot Dealer,905 Sauk Trail Rd,Cedar Grove,WI,53013,43.57237092947087,-87.7994622736454,(920) 668-6403,DSL,4.759,4.709,4.0017,2026-06-18,20,6,0,,,Pilot/Flying J pricing + locations,Cedar Grove,WI,Cedar Grove,WI,yes,no,no,no
1467,1467,Pilot,Pilot Dealer,1445 E Sauk Trail,Chicago Heights,IL,60487,41.48818406271673,-87.57934957332297,(708) 898-9040,DSL,4.999,4.949,4.6303,2026-06-18,73,6,0,Diesel Lanes | Showers | Diesel Mobile Fueling | Wifi | ATM | Bulk Propane | CAT Scale | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Chicago Heights,IL,Chicago Heights,IL,yes,no,no,no
1470,1470,Pilot,Pilot Dealer,2360 US-59,Carthage,TX,75633,32.14755571601289,-94.32588784234524,(903) 263-0586,DSL,4.499,4.449,3.8795,2026-06-18,49,5,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces,,Pilot/Flying J pricing + locations,Carthage,TX,Carthage,TX,yes,no,no,no
1476,1476,Pilot,Pilot Dealer,1890 Crystal Pkwy,Belvidere,IL,61008,42.2353046,-88.818726,(779) 552-7895,DSL,4.959,4.909,4.5629,2026-06-18,63,5,0,,,Pilot/Flying J pricing + locations,Belvidere,IL,Belvidere,IL,yes,no,no,no
1478,1478,Pilot,Pilot Dealer,3011 Lawe St,Kaukauna,WI,54130,44.307740040629255,-88.25068111191823,(920) 766-4747,DSL,4.799,4.749,4.1214,2026-06-18,50,5,0,,,Pilot/Flying J pricing + locations,Kaukauna,WI,Kaukauna,WI,yes,no,no,no
1483,1483,Pilot,Pilot Dealer,2209 E Court St,Kankakee,IL,60901,41.11991684808617,-87.83376071435436,(779) 701-5158,DSL,5.059,5.009,4.5156,2026-06-18,100,5,0,Showers | Diesel Mobile Fueling | Wifi | ATM | CAT Scale | Cylinder Propane | Drivers Lounge | Game Room | Lottery,,Pilot/Flying J pricing + locations,Kankakee,IL,Kankakee,IL,yes,no,no,no
1490,1490,Pilot,Pilot Travel Center,7530 TN-222,Mason,TN,38049,35.3868,-89.4094,(901) 352-6561,DSL,4.999,4.949,4.1177,2026-06-18,83,11,11,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Cinnabon | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Mason,TN,Mason,TN,yes,no,no,no
1494,1494,Pilot,Pilot Dealer,1221 N Rohlwing Rd,Itasca,IL,60143,41.990060698755414,-88.03051723834324,(847) 250-5484,DSL,4.999,4.949,4.5598,2026-06-18,0,3,0,,,Pilot/Flying J pricing + locations,Itasca,IL,Itasca,IL,yes,no,no,no
